Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,DEFAULT
29725,60,0.1836,265000.0,697,Debt Consolidation,OWN,WA,Sales,2019,1,1
4000,36,0.3187,29000.0,712,Other,RENT,NC,Driver/Transportation,2019,5,0
12750,60,0.1822,80000.0,672,Home Improvement,MORTGAGE,IL,Sales,2020,2,0
40000,60,0.2481,170000.0,722,Other Major Purchase,OWN,LA,Others,2019,7,0
20000,60,0.2952,85000.0,697,Debt Consolidation,RENT,NJ,Others,2018,2,0
17000,60,0.2092,90000.0,727,Medical Expenses,MORTGAGE,FL,Skilled Labor,2019,4,0
8000,36,0.3142,66000.0,667,Debt Consolidation,RENT,CT,,2020,< 1 year,1
22000,36,0.1454,115000.0,707,Debt Consolidation,MORTGAGE,CA,Others,2020,19,0
1400,36,17.94,55000.0,685,moving,rent,MO,Health care,2018,3 years,0
28000,36,0.2702,70000.0,677,Credit Card Refinancing,RENT,OR,Education,2018,4,0
25000,60,0.3022,72000.0,707,Credit Card Refinancing,MORTGAGE,SC,Others,2019,11,0
32000,60,0.1597,65000.0,667,Debt Consolidation,RENT,CA,Health care,2019,10,1
5700,36,0.2084,145000.0,697,Home Improvement,RENT,TX,Unknown,2020,5,1
20000,60,0.26,83000.0,692,Credit Card Refinancing,OWN,KY,Office,2019,3,0
21000,36,0.3029,55000.0,757,Debt Consolidation,RENT,NY,Others,2019,5,0
20650,60,0.17300000000000001,400000.0,677,Credit Card Refinancing,MORTGAGE,OH,Office,2019,3,0
14500,60,0.2316,80000.0,687,Debt Consolidation,MORTGAGE,AR,Sales,2020,2,0
35000,60,0.2301,80000.0,687,Debt Consolidation,MORTGAGE,FL,Skilled Labor,2018,3,0
16800,36,14.54,150000.0,665,debt_consolidation,mortgage,OH,Skilled Labor,2019,6 years,0
20000,60,0.1461,79000.0,717,Debt Consolidation,RENT,OR,,2019,,0
31900,60,0.3154,74640.0,692,Debt Consolidation,MORTGAGE,NM,,2019,,0
6000,36,0.3256,52000.0,722,Credit Card Refinancing,MORTGAGE,MO,Education,2018,3,0
6000,36,29.31,40000.0,705,credit_card,rent,CA,Skilled Labor,2019,1 year,0
20500,60,0.1173,110000.0,692,Credit Card Refinancing,RENT,CA,Others,2019,10,1
13825,60,9.6,48000.0,740,debt_consolidation,rent,TN,,2019,,0
20000,36,0.3493,47000.0,672,Debt Consolidation,OWN,LA,Office,2019,18,0
25000,60,0.1847,34500.0,682,Debt Consolidation,RENT,CO,Others,2018,10,0
18800,36,0.3574,120000.0,692,Other,MORTGAGE,TX,Office,2020,3,0
20000,36,0.1731,250000.0,737,Other,MORTGAGE,SC,Health care,2019,0,0
30000,36,0.1926,101000.0,727,Debt Consolidation,MORTGAGE,MO,Others,2018,10,0
5000,60,0.2033,33000.0,662,Credit Card Refinancing,RENT,IL,,2019,0,0
25000,60,0.2714,75000.0,712,Debt Consolidation,MORTGAGE,MN,Office,2020,23,0
29625,36,4.25,350000.0,690,debt_consolidation,mortgage,CA,Skilled Labor,2019,10+ years,0
12000,36,0.233,63000.0,707,Debt Consolidation,MORTGAGE,VT,Others,2020,21,0
12000,60,26.71,34500.0,710,credit_card,rent,RI,Skilled Labor,2019,1 year,0
10625,60,19.52,60000.0,630,debt_consolidation,rent,WI,Skilled Labor,2019,10+ years,0
21275,36,0.1854,123000.0,662,Debt Consolidation,MORTGAGE,CA,Customer Service,2019,4,0
24000,60,0.2442,75000.0,662,Debt Consolidation,OWN,TN,Others,2019,3,0
10000,60,17.06,65000.0,600,credit_card,mortgage,NC,Office,2019,1 year,0
12000,60,0.3276,73000.0,682,Debt Consolidation,RENT,MN,Skilled Labor,2018,7,1
5000,36,0.0885,110000.0,677,Debt Consolidation,RENT,NJ,Others,2018,10,0
16000,36,0.0992,125000.0,687,Debt Consolidation,RENT,CA,Others,2018,5,0
15000,60,0.268,80000.0,662,Credit Card Refinancing,OWN,LA,Others,2018,9,0
15425,60,0.2257,72000.0,687,Debt Consolidation,RENT,FL,Office,2019,10,0
9000,36,0.1979,35000.0,682,Credit Card Refinancing,ANY,NY,,2018,1,0
6000,36,0.2544,155000.0,677,Debt Consolidation,MORTGAGE,CA,Unknown,2019,2,0
35000,60,0.1004,135000.0,667,Debt Consolidation,MORTGAGE,AK,IT/Engineering,2019,12,0
25000,36,0.2087,102000.0,662,Business,MORTGAGE,MD,Health care,2019,1,0
12750,60,0.2214,65000.0,712,Credit Card Refinancing,RENT,TN,Others,2020,0,1
6000,36,0.0778,76000.0,662,Debt Consolidation,MORTGAGE,AL,Others,2019,13,0
30000,60,0.2011,83000.0,707,Debt Consolidation,RENT,CA,Office,2019,3,0
16025,36,38.51,70000.0,695,debt_consolidation,mortgage,FL,,2019,,0
18000,36,0.2836,60000.0,722,Business,RENT,NY,,2018,,0
7500,36,0.3132,82000.0,717,Home Improvement,MORTGAGE,OH,Office,2019,3,0
10625,36,0.1744,69115.0,662,Debt Consolidation,MORTGAGE,WA,Others,2019,0,1
25100,60,0.2841,40000.0,677,Credit Card Refinancing,OWN,AL,,2019,,0
35000,60,34.96,175000.0,665,debt_consolidation,mortgage,TX,Office,2019,10+ years,0
2200,36,0.2125,96000.0,682,Other Major Purchase,RENT,TX,Driver/Transportation,2019,12,0
27000,36,0.0367,150000.0,772,Other Major Purchase,RENT,OR,,2020,< 1 year,0
20000,60,0.3035,90000.0,672,Debt Consolidation,MORTGAGE,IN,Office,2019,9,0
20000,36,22.46,35000.0,695,credit_card,rent,CA,Construction/Labor,2018,2 years,0
5500,36,0.0762,34000.0,662,Credit Card Refinancing,RENT,FL,Office,2018,0,0
18000,36,0.1316,60000.0,747,Debt Consolidation,MORTGAGE,NJ,Customer Service,2019,0,0
30000,36,0.1666,87794.0,692,Debt Consolidation,OWN,AZ,Office,2018,10,0
12000,36,0.2792,60000.0,712,Debt Consolidation,RENT,CA,Unknown,2018,4,0
24000,60,0.1131,62400.0,672,Debt Consolidation,RENT,MA,Unknown,2019,8,1
4000,36,0.096,21000.0,697,Debt Consolidation,RENT,FL,,2018,,0
35000,60,0.1315,105000.0,822,Debt Consolidation,MORTGAGE,PA,IT/Engineering,2019,2,0
16000,36,0.1059,52000.0,677,Credit Card Refinancing,RENT,WA,Travel,2019,1,0
28000,36,0.1794,121000.0,667,Debt Consolidation,MORTGAGE,KS,Others,2019,1,0
19125,36,0.1512,58240.0,692,Credit Card Refinancing,RENT,RI,Skilled Labor,2019,5,0
20000,36,0.1719,64000.0,742,Debt Consolidation,MORTGAGE,OH,Unknown,2020,8,0
12000,36,0.2474,85000.0,702,Debt Consolidation,OWN,WV,Office,2018,2,0
10500,36,0.1353,70000.0,712,Other,RENT,GA,Real Estate,2020,3,0
31900,36,0.2613,125000.0,702,Debt Consolidation,MORTGAGE,WI,Others,2019,5,0
10000,36,0.3156,47040.0,672,Debt Consolidation,RENT,CA,Sales,2019,2,0
9175,36,0.1811,23000.0,712,Credit Card Refinancing,RENT,MN,Office,2019,4,0
12000,36,0.2064,75000.0,682,Debt Consolidation,RENT,SC,Health care,2019,0,0
10625,60,0.0493,63000.0,712,Debt Consolidation,RENT,MA,Others,2019,2,0
28000,36,0.1719,105000.0,682,Debt Consolidation,RENT,CA,Health care,2019,2,1
30000,36,0.3163,99850.0,662,Debt Consolidation,RENT,AL,Office,2019,1,1
21275,60,0.2964,102000.0,692,Other,MORTGAGE,KY,IT/Engineering,2019,40,0
23475,60,0.1274,213000.0,667,Credit Card Refinancing,MORTGAGE,CA,Office,2019,19,0
17000,60,0.1804,65000.0,672,Debt Consolidation,MORTGAGE,IN,IT/Engineering,2019,21,0
10000,36,0.1843,45000.0,707,Debt Consolidation,RENT,FL,Small Business,2019,7,0
8400,36,0.2561,70000.0,722,Debt Consolidation,RENT,IL,Office,2019,10,1
10000,60,0.3083,65000.0,662,Debt Consolidation,MORTGAGE,KY,Unknown,2019,3,0
40000,60,0.2776,117000.0,802,Debt Consolidation,MORTGAGE,IL,Customer Service,2019,25,1
9000,36,0.2348,25000.0,712,Credit Card Refinancing,RENT,TX,Construction/Labor,2020,6,0
28000,60,0.1751,80000.0,667,Home Improvement,MORTGAGE,SC,Real Estate,2019,3,0
8000,36,0.2425,124500.0,677,Credit Card Refinancing,MORTGAGE,GA,Driver/Transportation,2018,3,0
6000,36,0.3174,32100.0,712,Debt Consolidation,MORTGAGE,FL,,2019,,0
40000,60,0.3269,195000.0,692,Debt Consolidation,MORTGAGE,IL,Office,2019,10,0
40000,60,0.1867,300000.0,672,Debt Consolidation,MORTGAGE,TX,,2019,< 1 year,0
3600,36,0.1279,50194.0,707,Debt Consolidation,RENT,KS,Food/Hospitality,2020,8,0
1500,36,0.1386,6500.0,687,Debt Consolidation,RENT,MI,,2019,5,1
29900,36,0.0943,65000.0,702,Debt Consolidation,OWN,VA,,2018,,1
30000,60,0.1572,100000.0,687,Credit Card Refinancing,OWN,CO,Education,2018,10,0
20000,36,35.27,130000.0,670,credit_card,mortgage,RI,IT/Engineering,2019,8 years,1
35000,36,0.2356,130000.0,707,Debt Consolidation,RENT,GA,Driver/Transportation,2019,0,1
18000,60,0.2926,43500.0,662,Debt Consolidation,RENT,CA,,2019,,0
30000,60,0.2459,35000.0,692,Credit Card Refinancing,OWN,NV,,2019,,0
14000,60,12.52,71137.0,805,debt_consolidation,rent,OH,Health care,2018,4 years,0
16000,36,0.1771,83000.0,662,Credit Card Refinancing,MORTGAGE,KY,Office,2018,3,1
2800,36,0.1237,65000.0,687,Home Improvement,MORTGAGE,TX,Small Business,2019,10,1
22975,60,0.2237,129500.0,732,Credit Card Refinancing,MORTGAGE,CA,Others,2019,10,0
4625,36,0.1713,120000.0,672,Other,MORTGAGE,OH,Office,2019,10,0
27000,60,0.0928,127002.0,692,Debt Consolidation,RENT,FL,IT/Engineering,2019,4,0
30000,36,0.0896,220000.0,727,Debt Consolidation,MORTGAGE,LA,Customer Service,2018,10,0
25000,36,0.2655,129000.0,692,Debt Consolidation,RENT,CA,Office,2019,24,1
8000,36,0.3602,97425.0,687,Debt Consolidation,RENT,FL,Others,2020,2,0
10000,36,0.2246,75000.0,697,Credit Card Refinancing,OWN,VT,Unknown,2019,10,0
12000,36,0.1605,61000.0,787,Debt Consolidation,OWN,TX,Education,2019,9,0
20000,36,0.3354,60000.0,682,Debt Consolidation,MORTGAGE,PA,Office,2020,4,1
16000,36,19.03,79200.0,715,debt_consolidation,mortgage,TX,,2019,,0
6000,36,0.0767,269970.0,682,Debt Consolidation,RENT,NJ,Health care,2019,15,0
20075,60,0.1046,119400.0,692,Debt Consolidation,RENT,RI,Office,2019,3,0
11000,36,0.32799999999999996,30000.0,722,Debt Consolidation,OWN,WY,Office,2018,4,0
15000,60,0.364,33500.0,667,Debt Consolidation,RENT,OH,Office,2019,4,0
15000,36,0.2227,43492.0,687,Debt Consolidation,RENT,TX,Skilled Labor,2019,0,0
10625,60,0.1281,85000.0,722,Vehicle Purchase,RENT,MI,Others,2019,12,0
15000,60,0.1686,118000.0,722,Other,MORTGAGE,NV,Skilled Labor,2019,7,0
32000,36,0.2072,120000.0,687,Credit Card Refinancing,OWN,PA,IT/Engineering,2019,2,0
2000,36,0.2202,115000.0,767,Vacation,MORTGAGE,TX,Office,2018,3,0
10625,36,0.1659,63000.0,667,Other,RENT,IL,Unknown,2019,6,0
19975,36,0.1357,220000.0,677,Credit Card Refinancing,RENT,GA,Sales,2019,4,0
9600,36,14.78,120000.0,705,home_improvement,mortgage,VA,Others,2018,10+ years,0
7625,36,20.24,67005.0,665,credit_card,own,PA,Others,2019,10+ years,0
21000,36,0.0873,135000.0,747,Debt Consolidation,MORTGAGE,CO,Others,2018,9,1
30000,60,0.3366,107200.0,677,Debt Consolidation,RENT,WA,Office,2018,0,0
15000,60,32.45,100000.0,680,credit_card,own,PA,Office,2020,10+ years,0
3600,36,0.248,50000.0,737,Debt Consolidation,RENT,NY,Office,2019,1,0
18000,60,0.0926,105000.0,662,Debt Consolidation,RENT,AZ,Construction/Labor,2020,2,0
10000,36,0.3278,65000.0,667,Credit Card Refinancing,OWN,GA,Education,2020,4,0
10000,60,12.44,71000.0,565,credit_card,own,PA,Construction/Labor,2019,10+ years,0
4800,36,0.3869,25000.0,757,Debt Consolidation,RENT,CA,Food/Hospitality,2018,6,0
8200,36,0.3276,49200.0,817,Debt Consolidation,MORTGAGE,IN,Skilled Labor,2020,2 years,0
3000,36,0.115,50000.0,747,Other,RENT,WY,Others,2018,10,0
16000,36,0.3354,110000.0,677,Debt Consolidation,MORTGAGE,AL,Legal/Government/Police,2019,16,0
17950,60,0.0693,200000.0,682,Business,OWN,CA,Real Estate,2019,10,0
7000,36,0.1389,45800.0,672,Debt Consolidation,OWN,MD,,2018,,0
10000,36,0.2213,110000.0,697,Debt Consolidation,MORTGAGE,CT,Legal/Government/Police,2019,10,0
9450,36,0.0455,200000.0,747,Debt Consolidation,MORTGAGE,CA,Health care,2019,23,0
8000,36,0.23600000000000002,24000.0,757,Debt Consolidation,RENT,AZ,Office,2019,3,0
38000,60,0.1361,164000.0,722,Debt Consolidation,MORTGAGE,MD,Office,2018,2,0
15000,60,0.1873,71000.0,722,Debt Consolidation,MORTGAGE,IL,Others,2019,25,0
19950,60,0.1524,56000.0,742,Credit Card Refinancing,OWN,MI,IT/Engineering,2019,8,0
20000,36,0.0669,95000.0,677,Debt Consolidation,MORTGAGE,CA,,2018,0,0
40000,60,0.0528,172000.0,752,Other Major Purchase,RENT,WA,Real Estate,2018,5,0
7000,36,0.1253,85000.0,692,Home Improvement,RENT,CO,Office,2018,8,0
10000,60,0.1934,95732.0,687,Debt Consolidation,OWN,NC,Office,2019,11,0
18000,36,0.2485,70000.0,667,Debt Consolidation,MORTGAGE,TX,Office,2020,1,0
35000,60,18.53,144000.0,680,credit_card,mortgage,TX,Others,2019,8 years,0
13000,36,0.1594,42000.0,662,Debt Consolidation,RENT,CA,Skilled Labor,2019,0,0
30000,36,0.1236,330000.0,662,Debt Consolidation,RENT,VA,IT/Engineering,2019,1,0
31000,60,0.2815,70000.0,672,Credit Card Refinancing,MORTGAGE,PA,Others,2019,5,0
27500,36,26.41,125000.0,750,debt_consolidation,mortgage,CA,Skilled Labor,2018,10+ years,0
22400,60,0.1494,120000.0,712,Other,MORTGAGE,TX,,2019,,1
5300,36,0.3153,102000.0,717,Debt Consolidation,MORTGAGE,MI,Skilled Labor,2020,13,0
12000,36,0.2753,113000.0,727,Home Improvement,MORTGAGE,FL,,2019,,0
20000,36,0.3021,150000.0,732,Debt Consolidation,MORTGAGE,TX,Others,2019,4,0
10000,60,0.2985,85000.0,697,Debt Consolidation,MORTGAGE,OH,Skilled Labor,2019,2,0
16000,36,47.24,25000.0,685,credit_card,mortgage,IN,,2018,,0
32000,60,0.3874,77000.0,757,Debt Consolidation,MORTGAGE,SD,Others,2019,4,0
23000,36,0.1776,70000.0,677,Vehicle Purchase,RENT,NH,Health care,2018,2,0
10000,60,0.1778,70000.0,662,Other,OWN,NY,Real Estate,2018,10,0
13425,60,0.3314,75000.0,672,Debt Consolidation,MORTGAGE,OK,Unknown,2019,20,0
15000,36,0.3098,64000.0,662,Debt Consolidation,RENT,KS,Office,2019,1,0
31900,36,0.0759,228000.0,667,Green Loan,MORTGAGE,IL,Office,2019,0,1
35000,36,0.0877,200000.0,662,Debt Consolidation,MORTGAGE,TX,Skilled Labor,2019,10,1
14000,60,0.1831,110000.0,692,Credit Card Refinancing,MORTGAGE,FL,Others,2019,16,0
29275,60,0.2611,176000.0,712,Debt Consolidation,MORTGAGE,WY,Office,2019,10,0
1200,36,0.3894,40000.0,692,Vacation,OWN,CA,Skilled Labor,2020,2,0
24000,60,0.3291,45000.0,697,Debt Consolidation,RENT,CT,Driver/Transportation,2018,1,0
40000,60,0.1161,72000.0,767,Home Improvement,MORTGAGE,IL,Education,2019,10,0
10000,60,10.58,80000.0,655,credit_card,mortgage,PA,Office,2019,4 years,0
15300,60,29.97,65000.0,600,debt_consolidation,rent,MN,Office,2019,8 years,0
9000,36,0.2857,56000.0,682,Debt Consolidation,MORTGAGE,OH,Health care,2019,4,0
22675,60,0.2592,130000.0,707,Debt Consolidation,RENT,NJ,Others,2018,21,0
12300,36,0.28,105000.0,717,Debt Consolidation,MORTGAGE,FL,Legal/Government/Police,2019,20,0
12000,60,0.168,95000.0,697,Home Improvement,MORTGAGE,CA,Skilled Labor,2019,20,0
26575,60,18.88,71000.0,670,debt_consolidation,mortgage,MI,Education,2019,10+ years,0
17850,36,0.1468,130000.0,692,Business,MORTGAGE,TX,Construction/Labor,2019,3,0
15950,60,0.0831,55000.0,727,Debt Consolidation,RENT,MN,IT/Engineering,2019,5,0
2000,36,0.221,40000.0,697,Other,MORTGAGE,IN,Health care,2019,10,0
32000,60,0.2474,75000.0,677,Credit Card Refinancing,RENT,WI,Construction/Labor,2019,8,0
5000,36,0.0851,34000.0,677,Debt Consolidation,MORTGAGE,WI,Office,2019,3,0
28000,60,11.23,126000.0,770,credit_card,rent,CA,Office,2018,2 years,0
2500,36,0.2889,59000.0,727,Vacation,MORTGAGE,IL,Office,2019,10,0
7000,36,0.2218,47500.0,667,Debt Consolidation,MORTGAGE,OR,Others,2019,13,0
24000,36,16.31,220000.0,725,debt_consolidation,rent,WA,Legal/Government/Police,2020,6 years,0
2000,36,0.3838,38000.0,712,Other,RENT,WI,Legal/Government/Police,2018,10,0
26475,36,0.2363,145000.0,742,Debt Consolidation,RENT,MA,Office,2019,10,0
15000,60,0.3485,56000.0,672,Debt Consolidation,RENT,FL,Unknown,2018,5,0
16000,60,0.2602,80000.0,682,Home Improvement,MORTGAGE,GA,Construction/Labor,2020,3,0
10625,36,0.2678,60000.0,662,Debt Consolidation,OWN,SC,Skilled Labor,2019,10,0
25000,60,0.2774,85000.0,687,Credit Card Refinancing,RENT,CA,IT/Engineering,2019,3,0
10625,36,0.2227,63000.0,667,Medical Expenses,RENT,MI,Office,2019,9,0
17000,60,0.3241,25518.0,717,Debt Consolidation,MORTGAGE,MS,,2019,0,0
10200,36,6.22,87000.0,695,debt_consolidation,rent,TX,IT/Engineering,2019,2 years,0
30000,60,0.2165,150000.0,687,Debt Consolidation,OWN,CA,Office,2019,21,0
10000,36,8.85,36336.0,730,debt_consolidation,mortgage,CA,,2019,,0
8000,36,0.2561,137952.0,677,Other,MORTGAGE,CA,Others,2019,10+ years,0
30000,60,0.1917,217000.0,682,Credit Card Refinancing,MORTGAGE,MD,Legal/Government/Police,2019,21,0
35025,60,0.3487,82000.0,667,Debt Consolidation,RENT,RI,Office,2019,21,0
5000,36,0.1658,55000.0,662,Debt Consolidation,OWN,CA,Construction/Labor,2019,6,0
9000,36,0.0921,112000.0,707,Debt Consolidation,RENT,GA,,2020,< 1 year,0
30000,60,0.2166,100000.0,667,Debt Consolidation,OWN,OK,Skilled Labor,2018,1,0
25525,60,0.1083,175000.0,677,Debt Consolidation,MORTGAGE,VA,Customer Service,2019,0,0
6000,36,5.54,31000.0,615,credit_card,rent,WI,,2019,,1
21050,60,14.42,430000.0,760,credit_card,rent,NJ,Others,2019,10+ years,0
10625,60,0.2483,38000.0,662,Credit Card Refinancing,MORTGAGE,FL,,2019,,0
9900,36,0.2584,97000.0,662,Credit Card Refinancing,MORTGAGE,AL,Office,2019,1,1
2000,36,19.52,38000.0,680,medical,rent,MI,,2020,< 1 year,0
22000,36,0.1504,75000.0,712,Credit Card Refinancing,MORTGAGE,MA,Others,2019,30,0
10000,36,0.1363,28000.0,702,Debt Consolidation,OWN,MI,,2019,0,0
13000,60,0.1668,70000.0,682,Debt Consolidation,MORTGAGE,CT,Others,2019,11,0
21500,36,0.1779,81000.0,682,Credit Card Refinancing,MORTGAGE,MN,Office,2019,8,0
24000,60,0.1066,100000.0,687,Debt Consolidation,MORTGAGE,SC,Others,2019,12,0
20000,36,0.2025,75000.0,667,Debt Consolidation,MORTGAGE,SC,Sales,2019,10,0
26575,60,27.12,40000.0,735,credit_card,rent,NJ,,2020,,0
3200,36,0.0999,50000.0,717,Other,RENT,VA,Sales,2018,4,0
24000,60,0.1344,115000.0,662,Credit Card Refinancing,MORTGAGE,RI,Others,2018,10,0
4100,36,0.3802,55000.0,707,Credit Card Refinancing,RENT,TX,Legal/Government/Police,2018,10,0
26575,60,0.2691,91740.0,702,Debt Consolidation,MORTGAGE,MD,Office,2019,10,0
3000,36,15.94,78000.0,665,debt_consolidation,mortgage,FL,Health care,2018,10+ years,0
33075,60,0.1813,72000.0,667,Debt Consolidation,MORTGAGE,TX,Legal/Government/Police,2019,21,0
40000,60,0.0578,65000.0,792,Other Major Purchase,OWN,CA,Others,2019,10,0
30000,36,0.1826,74000.0,672,Debt Consolidation,MORTGAGE,SC,Others,2018,5,0
20000,36,13.18,115000.0,710,credit_card,mortgage,CA,,2019,< 1 year,0
5000,60,0.2254,55000.0,662,Credit Card Refinancing,RENT,FL,,2020,< 1 year,1
10000,36,0.332,80000.0,697,Credit Card Refinancing,MORTGAGE,AR,Construction/Labor,2018,2,0
31000,36,0.3263,63000.0,697,Debt Consolidation,RENT,NY,Office,2019,25,0
11000,36,0.1105,48000.0,667,Debt Consolidation,MORTGAGE,AZ,Food/Hospitality,2018,10,0
10000,60,0.2333,54000.0,677,Credit Card Refinancing,RENT,CA,Customer Service,2019,9,0
11750,60,0.3337,36000.0,692,Debt Consolidation,RENT,MN,Health care,2019,6,0
20000,60,12.17,150000.0,685,debt_consolidation,mortgage,TN,IT/Engineering,2018,< 1 year,0
14000,36,0.3945,94000.0,742,Credit Card Refinancing,OWN,GA,Education,2018,10,0
20000,36,33.26,35000.0,700,debt_consolidation,own,FL,,2018,,0
7000,36,0.1039,100000.0,687,Other,RENT,NY,Skilled Labor,2018,10,0
10000,36,0.158,80000.0,662,Home Improvement,MORTGAGE,IL,,2019,,0
15000,60,0.1763,82000.0,692,Other,RENT,CA,Office,2019,1,0
5300,36,0.2573,50000.0,707,Debt Consolidation,RENT,TX,Others,2019,3,0
8600,36,0.0864,100000.0,727,Business,RENT,FL,,2018,< 1 year,0
10000,36,0.1141,90000.0,667,Debt Consolidation,MORTGAGE,TX,Others,2019,5,0
15000,36,0.1303,28000.0,662,Debt Consolidation,OWN,VA,,2019,0,0
12000,60,5.25,70000.0,675,debt_consolidation,mortgage,NJ,Office,2019,3 years,0
26400,36,8.32,60000.0,715,debt_consolidation,mortgage,SC,,2019,,0
24000,60,0.1471,60000.0,712,Debt Consolidation,OWN,TX,IT/Engineering,2019,20,0
25000,60,0.2063,96200.0,692,Debt Consolidation,MORTGAGE,CA,Office,2019,1,0
16000,36,0.2162,113000.0,682,Debt Consolidation,MORTGAGE,ND,Health care,2018,2,1
5000,36,0.0763,56000.0,662,Debt Consolidation,RENT,PA,Driver/Transportation,2018,2,0
15950,36,0.3947,53628.0,677,Debt Consolidation,MORTGAGE,NV,,2019,,0
14000,36,0.2044,31000.0,667,Debt Consolidation,RENT,WA,Office,2019,3,1
18000,36,0.0056,200000.0,702,Credit Card Refinancing,MORTGAGE,CA,IT/Engineering,2019,2,0
16000,60,0.0542,60000.0,672,Debt Consolidation,MORTGAGE,OH,Skilled Labor,2019,5,0
10000,36,0.3611,125000.0,682,Debt Consolidation,MORTGAGE,IN,Others,2020,5,0
10000,36,0.2205,85000.0,687,Credit Card Refinancing,RENT,CA,Legal/Government/Police,2018,10,1
13000,36,0.095,37000.0,677,Credit Card Refinancing,RENT,CA,Food/Hospitality,2020,5,0
25000,36,0.2075,150000.0,702,Credit Card Refinancing,OWN,SD,,2019,< 1 year,0
30000,60,0.1801,100000.0,707,Credit Card Refinancing,MORTGAGE,NC,,2020,,1
11000,36,0.3793,48000.0,692,Credit Card Refinancing,RENT,FL,Food/Hospitality,2019,3,1
12750,60,0.1355,82000.0,667,Debt Consolidation,MORTGAGE,MA,Unknown,2019,14,0
6000,36,0.1805,28400.0,672,Other,RENT,NC,Customer Service,2018,8,0
25000,60,0.185,58060.44,677,Debt Consolidation,MORTGAGE,GA,,2018,0,0
17000,60,0.1961,69400.0,662,Debt Consolidation,RENT,FL,Office,2019,4,0
8075,36,0.0589,137005.0,682,Debt Consolidation,OWN,CT,,2020,,0
25000,60,0.1683,80000.0,672,Debt Consolidation,RENT,FL,Others,2019,14,0
35000,60,0.3275,156629.0,702,Debt Consolidation,MORTGAGE,FL,Office,2019,4,0
18000,36,0.282,125000.0,682,Debt Consolidation,MORTGAGE,SC,Office,2018,9,0
20000,60,0.1743,76000.0,702,Credit Card Refinancing,MORTGAGE,CA,Health care,2019,8,0
20000,36,0.1449,70000.0,682,Credit Card Refinancing,RENT,FL,,2019,< 1 year,1
10000,36,0.2546,60000.0,702,Home Improvement,OWN,FL,,2019,,0
2700,36,0.2615,24560.0,712,Debt Consolidation,OWN,SC,Customer Service,2020,2,0
10000,36,0.2471,230000.0,732,Home Improvement,MORTGAGE,MD,,2020,< 1 year,0
10000,36,0.3392,42000.0,662,Other,RENT,AZ,Others,2019,10,0
13775,36,0.1097,50000.0,677,Debt Consolidation,OWN,CA,Office,2018,0,0
5225,36,0.1641,85000.0,807,Home Improvement,MORTGAGE,WV,Office,2019,7,0
20000,36,0.2873,69000.0,662,Debt Consolidation,MORTGAGE,TX,Legal/Government/Police,2019,10,0
10625,60,0.1501,35000.0,692,Home Improvement,MORTGAGE,NC,Education,2020,5,0
15000,60,0.2238,58500.0,707,Other,MORTGAGE,TX,,2020,< 1 year,0
40000,36,0.1468,205000.0,712,Debt Consolidation,MORTGAGE,LA,Office,2019,3,0
15000,36,0.239,46000.0,667,Credit Card Refinancing,RENT,IL,,2019,,0
6000,36,0.1592,31500.0,692,Credit Card Refinancing,OWN,CA,IT/Engineering,2019,0,0
10000,36,0.3477,65000.0,692,Debt Consolidation,MORTGAGE,TX,Education,2019,5,0
12000,36,0.2968,29000.0,662,Debt Consolidation,RENT,MN,Unknown,2019,0,1
10000,60,0.1466,70000.0,682,Debt Consolidation,RENT,NV,Others,2019,8,0
20000,60,5.01,79500.0,705,debt_consolidation,mortgage,FL,Office,2019,3 years,0
14875,60,19.74,65000.0,745,credit_card,rent,FL,Office,2019,10+ years,0
12000,36,23.28,80000.0,680,credit_card,rent,WV,IT/Engineering,2019,5 years,0
13375,36,0.1893,40000.0,672,Debt Consolidation,MORTGAGE,TN,Skilled Labor,2019,16,0
14000,60,0.3468,65000.0,687,Credit Card Refinancing,MORTGAGE,WA,Health care,2019,6,0
14000,36,0.3866,81000.0,757,Debt Consolidation,MORTGAGE,NY,Small Business,2020,3,0
28450,36,8.64,45000.0,645,major_purchase,rent,CA,IT/Engineering,2018,2 years,0
4000,36,0.1617,38292.8,722,Other,MORTGAGE,CO,Office,2018,29,0
20000,60,0.231,120000.0,702,Credit Card Refinancing,MORTGAGE,MN,,2019,< 1 year,0
40000,36,0.1719,150000.0,667,Credit Card Refinancing,ANY,OH,,2019,< 1 year,0
8000,36,10.84,65000.0,685,debt_consolidation,mortgage,MO,Legal/Government/Police,2019,1 year,0
36000,60,0.316,80000.0,687,Debt Consolidation,MORTGAGE,ID,Office,2019,2,0
24000,36,15.39,75000.0,670,credit_card,mortgage,PA,,2019,< 1 year,1
39000,60,0.1797,70000.0,767,Debt Consolidation,MORTGAGE,OH,Health care,2019,0,0
19000,60,0.0711,150000.0,697,Credit Card Refinancing,MORTGAGE,MO,,2019,< 1 year,0
30000,36,0.244,300000.0,682,Debt Consolidation,RENT,VA,Small Business,2018,10,0
15425,60,0.0857,70000.0,707,Debt Consolidation,MORTGAGE,AR,Health care,2019,8,0
30000,36,10.83,150000.0,755,credit_card,mortgage,GA,Office,2019,< 1 year,0
30000,60,0.2087,85406.0,662,Debt Consolidation,OWN,IL,Others,2019,22,0
